-155.00	0.69	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70
-154.00	0.71	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72
-153.00	0.73	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74
-152.00	0.74	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75
-151.00	0.76	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77
-150.00	0.77	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78
-149.00	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79
-148.00	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80
-147.00	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81
-146.00	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82
-145.00	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83
-144.00	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84
-143.00	0.84	0.85	0.85	0.85	0.85	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.85	0.85	0.85	0.85	0.85	0.85	0.85
-142.00	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85
-141.00	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85
-140.00	0.85	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86
-139.00	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86
-138.00	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86
-137.00	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86
-136.00	0.85	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86
-135.00	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85
-134.00	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85
-133.00	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84
-132.00	0.83	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84
-131.00	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83
-130.00	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82
-129.00	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81
-128.00	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.80
-127.00	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79
-126.00	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77
-125.00	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76
-124.00	0.74	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75
-123.00	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73
-122.00	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71
-121.00	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69
-120.00	0.67	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68
-119.00	0.65	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66
-118.00	0.63	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64
-117.00	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61
-116.00	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59
-115.00	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57
-114.00	0.54	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55
-113.00	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52
-112.00	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50
-111.00	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
-110.00	0.44	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45
-109.00	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42
-108.00	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39
-107.00	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36
-106.00	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34
-105.00	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31
-104.00	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28
-103.00	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
-102.00	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22
-101.00	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19
-100.00	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16
-99.00	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13
-98.00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10
-97.00	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07
-96.00	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
-95.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
-94.00	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02
-93.00	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05	-0.05
-92.00	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08
-91.00	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11	-0.11
-90.00	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14
-89.00	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17
-88.00	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20	-0.20
-87.00	-0.23	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22	-0.22
-86.00	-0.26	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25
-85.00	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28	-0.28
-84.00	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31	-0.31
-83.00	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34	-0.34
-82.00	-0.37	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36	-0.36
-81.00	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39	-0.39
-80.00	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42	-0.42
-79.00	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44
-78.00	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47	-0.47
-77.00	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49	-0.49
-76.00	-0.52	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51	-0.51
-75.00	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54	-0.54
-74.00	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56	-0.56
-73.00	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58
-72.00	-0.61	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60	-0.60
-71.00	-0.63	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62	-0.62
-70.00	-0.65	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64	-0.64
-69.00	-0.67	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66	-0.66
-68.00	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68	-0.68
-67.00	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70	-0.70
-66.00	-0.72	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71	-0.71
-65.00	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73	-0.73
-64.00	-0.75	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74
-63.00	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76
-62.00	-0.78	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77
-61.00	-0.79	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78
-60.00	-0.80	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79
-59.00	-0.81	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80
-58.00	-0.82	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81
-57.00	-0.83	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82
-56.00	-0.84	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83
-55.00	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84
-54.00	-0.85	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84
-53.00	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85
-52.00	-0.86	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85
-51.00	-0.86	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85
-50.00	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86
-49.00	-0.87	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86
-48.00	-0.87	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86
-47.00	-0.87	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86	-0.86
-46.00	-0.87	-0.86	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85
-45.00	-0.86	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85
-44.00	-0.86	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85	-0.85
-43.00	-0.86	-0.85	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84
-42.00	-0.85	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84	-0.84
-41.00	-0.85	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83
-40.00	-0.84	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83	-0.83
-39.00	-0.84	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82	-0.82
-38.00	-0.83	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81	-0.81
-37.00	-0.83	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80	-0.80
-36.00	-0.82	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79	-0.79
-35.00	-0.81	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78	-0.78
-34.00	-0.80	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77	-0.76	-0.76	-0.76	-0.76	-0.76	-0.76	-0.77	-0.77	-0.77	-0.77	-0.77	-0.77
-33.00	-0.79	-0.76	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-0.75
